Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202077955,Josiah,Liliana,Young,Male,2005-03-17,United States,United States,(739) 958-8201,josiah.young96@gmail.com,"2557 Lake Road, Apt 192",Miami,NY,23863,Georgia Institute of Technology,3.7,3.69; 2.97,132,0,6,"MATH101, AI501, PSY101, CS101, PSY101, AI501",21,"Machine Learning, Python, PyTorch","Teamwork, Leadership, Critical Thinking",,"AI Researcher, Data Scientist","Sports, Reading, Music, Gaming, Photography",Reading/Writing,Small group,Afternoon,"NLP, Cybersecurity, None"
202508009,Vivian,Quinn,Cook,Female,2005-10-04,United States,United States,(890) 334-9869,vivian.cook32@gmail.com,"712 Main Avenue, Apt 156",Seattle,WA,81351,Duke University,2.61,2.14; 3.5; 3.26; 2.93,57,68,3,"PHYS101, ML502, CS201",10,"Python, Git, TensorFlow, Deep Learning, Pandas, AWS","Communication, Time Management, Problem-solving, Critical Thinking, Leadership","Machine Learning, Artificial Intelligence, Data Science, None","Data Scientist, ML Engineer","Music, Gaming",Kinesthetic,Alone,Late night,"Data Science, Cybersecurity"
202370157,Anthony,Nova,Gray,Male,2005-04-25,United States,United States,(242) 772-4453,anthony.gray91@gmail.com,9449 Cedar Way,Atlanta,GA,44813,Cornell University,3.92,3.78,89,25,3,"DS401, CYBER301, AI501",10,"Pandas, SQL, R, Python, JavaScript, Docker, PyTorch, Machine Learning, Cybersecurity","Critical Thinking, Problem-solving, Leadership, Time Management",Data Science,Cybersecurity Analyst,"Reading, Sports, Hiking, Photography",Auditory,Small group,Late night,AI
202560187,Benjamin,Nathan,Diaz,Male,2001-12-27,United States,United States,(629) 639-1122,benjamin.diaz58@gmail.com,3640 Hill Lane,Houston,TX,38354,University of Wisconsin--Madison,3.3,3.43; 3.66; 2.56; 3.94,89,31,3,"AI501, ECON101, AI501",11,"Git, SQL, Deep Learning, PyTorch, Pandas, C++, Python, Docker","Problem-solving, Critical Thinking, Teamwork",NLP,"ML Engineer, Data Scientist, AI Researcher","Gaming, Reading, Photography",Kinesthetic,Alone,Morning,"Computer Vision, Data Science, AI, Cybersecurity, Machine Learning"
202561746,John,Samuel,Gonzalez,Male,2002-11-06,United States,United States,(573) 959-2030,john.gonzalez11@gmail.com,"6278 Pine Road, Apt 200",Boston,MA,61827,Georgia Institute of Technology,2.98,2.61; 3.43; 2.68,107,17,5,"ML502, ML502, MATH101, CS101, DS401",18,"SQL, Machine Learning, TensorFlow, Cybersecurity, Docker","Critical Thinking, Teamwork, Communication, Leadership, Problem-solving",Cybersecurity,"AI Researcher, ML Engineer","Gaming, Cooking, Hiking",Visual,Small group,Afternoon,"AI, Machine Learning, NLP, Data Science"
202171474,Vivian,Addison,Brown,Female,2006-02-12,United States,United States,(730) 632-7957,vivian.brown93@gmail.com,"9833 Sunset Drive, Apt 163",Houston,FL,55169,Columbia University,2.58,,131,0,3,"PHYS101, CS101, EE301",10,"PyTorch, Cybersecurity, R, JavaScript, Machine Learning, AWS, Java, Deep Learning, Git","Time Management, Teamwork, Problem-solving, Critical Thinking, Communication, Leadership","Data Science, Computer Vision, NLP, Machine Learning","ML Engineer, AI Researcher","Reading, Hiking, Sports, Photography",Visual,Small group,Evening,"Data Science, None, Machine Learning, AI"
202201723,Julian,Emilia,James,Male,2006-12-06,United States,United States,(817) 902-4674,julian.james67@gmail.com,1606 Pine Drive,Austin,MA,66435,Massachusetts Institute of Technology,2.32,,46,66,5,"MATH101, AI501, PHYS101, CYBER301, ML502",19,"Cybersecurity, C++, SQL","Teamwork, Communication, Problem-solving","Data Science, Computer Vision, None","ML Engineer, AI Researcher, Data Scientist","Photography, Sports",Visual,Alone,Morning,"Cybersecurity, Machine Learning, NLP"
202513146,Anna,Iris,Wilson,Female,2003-04-11,United States,United States,(325) 689-8819,anna.wilson57@gmail.com,231 Elm Avenue,Los Angeles,FL,76100,University of California--Los Angeles,3.75,2.01; 3.13,33,97,3,"CS201, CS101, DS401",11,"Deep Learning, Java, Git, Machine Learning","Teamwork, Critical Thinking, Problem-solving, Time Management, Leadership","Cybersecurity, Machine Learning, None, Computer Vision","Cybersecurity Analyst, ML Engineer, Software Engineer","Hiking, Photography, Reading, Gaming, Music, Cooking",Kinesthetic,One-on-one,Late night,Data Science
202361614,Wesley,Bella,Green,Male,2002-03-10,United States,United States,(517) 401-6317,wesley.green40@gmail.com,5111 Lake Street,Chicago,GA,13612,Massachusetts Institute of Technology,3.58,2.79,85,37,5,"CYBER301, EE301, CYBER301, ECON101, CS201",17,"Docker, AWS, PyTorch, Python, Java, R","Problem-solving, Teamwork, Critical Thinking, Leadership","Data Science, Computer Vision, NLP, Machine Learning","ML Engineer, Data Scientist, AI Researcher","Hiking, Cooking, Sports, Music, Photography",Visual,Online,Late night,"NLP, Computer Vision, AI"
202532245,Willow,Christian,Rivera,Female,2003-07-17,United States,United States,(800) 405-5371,willow.rivera22@gmail.com,"3029 Cedar Street, Apt 39",Atlanta,NY,43467,Massachusetts Institute of Technology,3.7,2.53; 3.8; 2.66,41,80,6,"CYBER301, ECON101, DS401, PSY101, DS401, ML502",21,"Java, AWS, R, Python, SQL","Teamwork, Problem-solving, Critical Thinking","Data Science, Artificial Intelligence, Computer Vision","Cybersecurity Analyst, Data Scientist, ML Engineer, Software Engineer","Gaming, Cooking, Photography, Hiking, Sports, Reading",Visual,Small group,Late night,"Machine Learning, NLP"
202122112,Scarlett,Hannah,Kim,Female,2004-07-22,United States,United States,(739) 487-4928,scarlett.kim79@gmail.com,"8193 Main Way, Apt 37",Austin,TX,18768,California Institute of Technology,3.22,2.98; 3.68,107,17,6,"MATH101, DATA201, DATA201, DS401, BIO202, PSY101",21,"Git, AWS, C++, Machine Learning, TensorFlow, Deep Learning, JavaScript, PyTorch","Time Management, Teamwork, Communication, Leadership, Critical Thinking, Problem-solving","Machine Learning, Artificial Intelligence, NLP, None",AI Researcher,"Sports, Photography, Reading, Hiking, Music",Reading/Writing,Online,Evening,"Machine Learning, Computer Vision, NLP, Data Science, None"
202244308,Rowan,Sophie,Harris,Male,2002-02-03,United States,United States,(289) 265-1254,rowan.harris76@gmail.com,9048 Cedar Drive,Chicago,NY,52813,University of Wisconsin--Madison,3.5,3.63,54,56,4,"CS201, PSY101, DATA201, PHYS101",15,"Deep Learning, C++, Python, SQL, AWS, Java, Git","Teamwork, Leadership, Time Management","Machine Learning, Computer Vision, NLP","Cybersecurity Analyst, Software Engineer, ML Engineer","Cooking, Hiking, Photography, Music",Reading/Writing,Alone,Late night,"Machine Learning, Computer Vision, Data Science"
202559169,Theo,Oliver,Perez,Male,2005-07-23,United States,United States,(379) 333-1162,theo.perez92@gmail.com,6995 Hill Lane,Chicago,GA,37417,University of Illinois Urbana-Champaign,3.26,3.85; 3.52; 2.87; 2.36; 2.04,32,84,6,"MATH101, CYBER301, CS201, CS201, DATA201, BIO202",22,"Docker, PyTorch, Deep Learning, Pandas, JavaScript","Teamwork, Time Management, Leadership","Computer Vision, NLP",Cybersecurity Analyst,"Cooking, Photography, Gaming, Sports",Visual,Small group,Afternoon,"Data Science, None, Machine Learning"
202566246,Jaxon,Genesis,Mendoza,Male,2001-03-17,United States,United States,(807) 716-7712,jaxon.mendoza17@gmail.com,1891 Elm Drive,Boston,TX,71302,Harvard University,2.59,2.1,109,18,3,"DS401, CS101, CS201",11,"Python, Git, AWS, Deep Learning","Leadership, Problem-solving, Communication, Teamwork, Critical Thinking, Time Management","Machine Learning, None","ML Engineer, Data Scientist, AI Researcher","Photography, Gaming",Visual,Alone,Late night,"Cybersecurity, AI, None, Computer Vision"
202469949,Grace,Nora,Cruz,Female,2002-10-16,United States,United States,(615) 557-1617,grace.cruz80@gmail.com,"4078 Elm Avenue, Apt 176",Denver,IL,47023,University of Wisconsin--Madison,3.04,3.31; 3.31; 3.27; 3.82,16,100,4,"CS101, CYBER301, ML502, MATH101",13,"Git, Python, JavaScript, Deep Learning, Docker, R, AWS, TensorFlow, Machine Learning","Critical Thinking, Time Management, Problem-solving, Teamwork",,"ML Engineer, Software Engineer","Sports, Hiking, Photography, Music, Gaming, Reading",Kinesthetic,Small group,Afternoon,"NLP, Data Science, AI, Machine Learning, None"
202276780,Madison,Theodore,Parker,Female,2003-07-05,United States,United States,(331) 661-5485,madison.parker17@gmail.com,"7388 Park Drive, Apt 16",Los Angeles,GA,80100,Princeton University,3.54,2.16; 2.93; 3.35; 2.82; 2.77,66,52,3,"CS201, DS401, BIO202",11,"Cybersecurity, PyTorch, Deep Learning","Time Management, Communication, Leadership, Critical Thinking, Problem-solving, Teamwork","NLP, Artificial Intelligence, Machine Learning","AI Researcher, Cybersecurity Analyst, Data Scientist, ML Engineer","Hiking, Reading, Sports, Gaming, Music",Kinesthetic,Small group,Late night,Data Science
202431203,Hailey,Oliver,Cook,Female,2006-05-10,United States,United States,(225) 847-3287,hailey.cook20@gmail.com,"313 Main Way, Apt 40",Los Angeles,TX,83128,New York University,2.49,2.09; 3.5; 3.82,75,43,5,"CYBER301, ML502, CS101, CYBER301, DATA201",15,"Deep Learning, TensorFlow, JavaScript, Docker, Python, Cybersecurity, Pandas","Problem-solving, Leadership, Time Management, Teamwork","Machine Learning, None, Artificial Intelligence, Computer Vision","Data Scientist, ML Engineer","Hiking, Sports, Gaming, Reading, Music, Cooking",Visual,Alone,Late night,"Machine Learning, Cybersecurity"
202347500,Roman,Landon,Myers,Male,2005-07-18,United States,United States,(418) 790-9615,roman.myers25@gmail.com,816 Main Boulevard,Boston,GA,66928,New York University,3.34,3.73; 2.34; 2.03; 3.47; 2.93,20,98,5,"ECON101, PHYS101, CYBER301, CYBER301, DS401",17,"Cybersecurity, Docker, SQL, R, JavaScript, Deep Learning, Machine Learning, Python","Critical Thinking, Leadership, Problem-solving","Cybersecurity, Computer Vision, Artificial Intelligence, None","AI Researcher, Data Scientist, Software Engineer, ML Engineer","Photography, Sports, Cooking, Gaming, Reading",Auditory,One-on-one,Afternoon,"Machine Learning, Data Science, NLP, AI, None"
202015773,Everleigh,Vivian,Hill,Female,2006-01-23,United States,United States,(457) 564-3421,everleigh.hill36@gmail.com,"3997 Elm Drive, Apt 143",Boston,NY,38477,Columbia University,3.73,2.47,112,0,6,"MATH101, ML502, DATA201, PHYS101, CYBER301, CS201",21,"PyTorch, Python, R, C++","Critical Thinking, Problem-solving, Leadership, Communication, Teamwork, Time Management","NLP, Artificial Intelligence, Machine Learning",ML Engineer,"Hiking, Music, Gaming, Sports, Cooking",Visual,Alone,Afternoon,"AI, Computer Vision"
202064036,Theo,Camila,Foster,Male,2005-09-11,United States,United States,(772) 250-1828,theo.foster73@gmail.com,"9684 Maple Street, Apt 41",New York,WA,74099,University of California--Los Angeles,2.35,2.97,20,97,4,"AI501, CS101, AI501, BIO202",12,"Deep Learning, AWS, C++, Java","Leadership, Time Management, Problem-solving","Artificial Intelligence, Cybersecurity, None, NLP",Cybersecurity Analyst,"Cooking, Gaming, Music, Sports, Hiking, Reading",Visual,Online,Afternoon,"None, Machine Learning, NLP"
202266843,Ariana,Dominic,Mitchell,Female,2006-09-21,United States,United States,(824) 614-4513,ariana.mitchell24@gmail.com,8002 Main Lane,Seattle,MA,30830,Duke University,3.95,3.84,28,93,4,"BIO202, DS401, ML502, ML502",16,"Deep Learning, C++, SQL, Git, Pandas","Communication, Problem-solving, Leadership","Cybersecurity, Computer Vision, None, Machine Learning","Software Engineer, ML Engineer","Reading, Hiking",Kinesthetic,Small group,Morning,AI
202576677,Gabriella,Michael,Cox,Female,2001-04-16,United States,United States,(976) 325-4847,gabriella.cox33@gmail.com,"7157 Park Drive, Apt 12",Houston,CA,31043,University of California--Los Angeles,2.76,2.43; 2.7; 3.01; 3.62,109,9,4,"CS101, CYBER301, ECON101, EE301",14,"PyTorch, AWS, Cybersecurity, Deep Learning","Communication, Teamwork, Critical Thinking","NLP, Machine Learning, Computer Vision",AI Researcher,"Music, Cooking, Hiking",Visual,One-on-one,Evening,"Machine Learning, NLP, Data Science, Computer Vision"
202320408,Gabriella,John,Gutierrez,Female,2002-02-24,United States,United States,(472) 942-1463,gabriella.gutierrez43@gmail.com,7043 Pine Drive,Denver,NY,36054,University of Wisconsin--Madison,3.75,2.52,89,24,3,"CS201, ECON101, ML502",10,"R, SQL, Machine Learning, PyTorch, Git, JavaScript, C++, Java","Problem-solving, Teamwork, Time Management, Leadership",Data Science,"Software Engineer, ML Engineer, AI Researcher, Data Scientist","Photography, Music, Hiking, Reading",Reading/Writing,Online,Late night,"NLP, Data Science"
202077402,Zoey,Nathan,Robinson,Female,2006-11-03,United States,United States,(417) 564-3125,zoey.robinson9@gmail.com,5717 Pine Road,Boston,IL,31187,University of Pennsylvania,2.91,4.0; 2.64,22,95,3,"DATA201, CYBER301, MATH101",9,"Pandas, AWS, R, PyTorch, Docker","Teamwork, Problem-solving, Communication, Critical Thinking, Time Management","None, Machine Learning, Data Science, NLP",ML Engineer,"Photography, Hiking, Gaming, Reading, Cooking",Kinesthetic,Online,Afternoon,"Computer Vision, Cybersecurity, None, Machine Learning"
202204138,Autumn,Kennedy,Diaz,Female,2005-05-28,United States,United States,(215) 610-2899,autumn.diaz45@gmail.com,"150 Oak Lane, Apt 176",Denver,NY,25830,Purdue University,3.02,2.23; 2.04; 2.6; 2.67,55,66,5,"PSY101, CYBER301, DS401, EE301, CS201",16,"Docker, Java, Python, R, Cybersecurity","Teamwork, Leadership, Problem-solving, Critical Thinking, Communication, Time Management",,"Data Scientist, Cybersecurity Analyst, Software Engineer","Reading, Gaming",Reading/Writing,Online,Late night,Data Science
202109277,Samuel,Hannah,Hughes,Male,2006-04-19,United States,United States,(544) 401-7410,samuel.hughes33@gmail.com,"8682 Lake Street, Apt 195",Miami,MA,97995,Purdue University,2.87,2.12; 3.14; 3.73; 3.91; 3.3,42,78,4,"ML502, MATH101, CYBER301, AI501",13,"Machine Learning, JavaScript, Cybersecurity, Java, Git","Leadership, Teamwork, Time Management, Problem-solving",,AI Researcher,"Photography, Hiking, Gaming, Reading",Auditory,Small group,Evening,
202116386,Autumn,Zoey,Myers,Female,2003-08-02,United States,United States,(711) 755-6045,autumn.myers17@gmail.com,"1192 Oak Road, Apt 152",Houston,IL,74943,New York University,2.99,3.82; 2.53,31,83,3,"CYBER301, DS401, CS101",10,"Git, Pandas, Python, JavaScript, C++, Machine Learning, TensorFlow, Deep Learning, R","Leadership, Time Management, Teamwork","Cybersecurity, Machine Learning","ML Engineer, AI Researcher, Cybersecurity Analyst","Cooking, Gaming, Photography",Visual,Alone,Afternoon,AI
202321104,Sophie,Hazel,Johnson,Female,2003-02-03,United States,United States,(201) 835-4197,sophie.johnson36@gmail.com,4376 Elm Avenue,Denver,CA,28628,Harvard University,2.84,2.47; 3.79; 3.39,46,78,3,"ML502, ECON101, PHYS101",11,"Cybersecurity, Git, Pandas, AWS","Time Management, Teamwork, Communication, Problem-solving, Critical Thinking, Leadership",,"Cybersecurity Analyst, AI Researcher, Data Scientist, Software Engineer","Hiking, Reading",Visual,Small group,Late night,"Computer Vision, Cybersecurity, Data Science"
202445892,Everly,Ethan,Robinson,Female,2003-01-16,United States,United States,(320) 859-2457,everly.robinson11@gmail.com,"9216 Pine Avenue, Apt 50",Boston,FL,12749,Johns Hopkins University,3.48,2.18; 2.34; 2.27,17,104,3,"EE301, CS101, MATH101",10,"AWS, SQL, C++, R","Critical Thinking, Teamwork, Problem-solving, Time Management, Communication, Leadership","NLP, Computer Vision, Data Science","AI Researcher, Software Engineer","Music, Photography, Gaming",Reading/Writing,Online,Morning,"Cybersecurity, None, NLP"
202053416,Ian,Everett,James,Male,2003-04-26,United States,United States,(629) 373-5985,ian.james39@gmail.com,"1862 Main Avenue, Apt 69",Denver,MA,38224,New York University,2.4,2.56; 3.19; 3.96,59,52,6,"PSY101, ECON101, DS401, ECON101, AI501, CS101",20,"Python, R, C++, Cybersecurity","Teamwork, Problem-solving, Communication, Leadership",,"ML Engineer, Cybersecurity Analyst","Hiking, Gaming, Photography, Sports",Visual,Alone,Morning,"Data Science, AI"
202368758,Maria,Leah,Nguyen,Female,2003-11-26,United States,United States,(431) 246-5296,maria.nguyen35@gmail.com,"2220 Oak Road, Apt 46",Boston,TX,69461,University of Michigan--Ann Arbor,2.47,3.18; 2.06; 2.64; 3.57; 3.17; 2.34,124,0,5,"ECON101, CYBER301, CYBER301, DS401, CS101",18,"JavaScript, Machine Learning, Java, PyTorch, TensorFlow, Docker, SQL, Python, Cybersecurity","Critical Thinking, Time Management, Communication, Problem-solving",,"Software Engineer, ML Engineer, AI Researcher, Data Scientist","Reading, Music, Gaming, Cooking",Reading/Writing,Small group,Evening,
202129988,Bennett,Noah,Howard,Male,2003-05-12,United States,United States,(478) 858-2049,bennett.howard79@gmail.com,1566 Lake Boulevard,Miami,WA,85423,University of Pennsylvania,2.41,3.38; 3.24,115,7,6,"MATH101, CYBER301, PSY101, EE301, CYBER301, ECON101",20,"Pandas, JavaScript, SQL, AWS, Git, Python","Critical Thinking, Teamwork, Problem-solving, Communication, Leadership, Time Management","Cybersecurity, Artificial Intelligence","AI Researcher, Cybersecurity Analyst, ML Engineer, Data Scientist","Reading, Sports, Music, Cooking, Hiking, Photography",Visual,Alone,Afternoon,"None, Computer Vision, NLP, Cybersecurity, Data Science"
202060429,Ariana,Emilia,Collins,Female,2002-01-06,United States,United States,(847) 877-1480,ariana.collins45@gmail.com,4195 Hill Avenue,Austin,CA,52655,Harvard University,3.29,2.78; 3.18,42,76,6,"PSY101, ECON101, BIO202, BIO202, ML502, EE301",21,"SQL, R, JavaScript, Python, Cybersecurity, C++, Java, PyTorch","Teamwork, Problem-solving, Time Management, Leadership",,"Software Engineer, Data Scientist, Cybersecurity Analyst","Reading, Gaming, Cooking, Photography",Reading/Writing,Online,Afternoon,"Machine Learning, Data Science"
202450929,Michael,Elijah,Williams,Male,2004-10-11,United States,United States,(290) 328-5525,michael.williams17@gmail.com,8427 Hill Road,Miami,NY,53496,Duke University,2.93,3.33; 2.21,64,59,4,"AI501, MATH101, MATH101, CS201",14,"SQL, Cybersecurity, Java","Problem-solving, Time Management, Leadership, Communication, Teamwork","Machine Learning, Data Science, Computer Vision","ML Engineer, AI Researcher, Cybersecurity Analyst","Photography, Reading",Auditory,Online,Late night,"None, NLP"
